delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_rating,delivery_cost,Delivery_Status
dhl,pharmacy,ev bike,same day,east,foggy,111.0,4.74,3,669.22,delivered
ecom express,pharmacy,bike,express,east,rainy,3.6,47.08,2,198.74,delayed
ekart,groceries,ev bike,same day,central,foggy,162.7,2.27,3,920.31,delayed
xpressbees,groceries,scooter,same day,south,hot,108.6,22.89,5,711.67,delivered
blue dart,documents,ev bike,express,north,foggy,250.7,25.14,5,1378.92,delivered
ecom express,fragile items,van,standard,east,clear,249.8,17.68,4,1302.04,delivered
shadowfax,furniture,truck,express,west,hot,196.2,11.39,3,1065.17,delivered
dhl,furniture,ev bike,express,south,clear,30.9,17.57,1,257.21,failed
dhl,cosmetics,scooter,express,central,hot,195.4,18.93,1,1083.79,failed
dhl,furniture,bike,express,west,rainy,134.4,11.81,2,757.43,delayed
ekart,automobile parts,ev bike,standard,east,hot,285.3,21.13,3,1489.89,delivered
shadowfax,documents,bike,same day,central,stormy,155.5,31.5,1,972.0,failed
amazon logistics,electronics,ev bike,standard,south,hot,79.7,14.82,5,442.96,delivered
ekart,groceries,van,express,central,foggy,180.8,45.66,3,1090.98,delivered
xpressbees,furniture,bike,two day,west,rainy,164.6,42.21,5,949.63,delivered
shadowfax,fragile items,ev bike,two day,north,clear,109.5,46.07,5,685.71,delivered
xpressbees,pharmacy,ev van,two day,south,cold,208.7,10.3,5,1074.4,delivered
xpressbees,automobile parts,bike,standard,west,cold,150.5,45.69,4,889.57,delivered
delhivery,electronics,ev van,two day,south,stormy,136.3,17.26,5,733.28,delivered
delhivery,furniture,van,two day,central,cold,290.3,17.46,4,1503.88,delivered
ecom express,fragile items,ev bike,express,south,hot,160.5,20.3,3,913.4,delayed
blue dart,furniture,scooter,express,central,clear,149.2,28.64,2,881.92,delayed
shadowfax,documents,bike,standard,central,cold,244.1,4.01,5,1232.53,delivered
xpressbees,cosmetics,ev van,two day,north,cold,223.8,47.46,5,1261.38,delivered
fedex,fragile items,truck,same day,west,hot,41.8,3.68,3,320.04,delivered
delhivery,documents,scooter,express,west,stormy,153.3,4.84,2,831.02,failed
delhivery,furniture,van,standard,north,stormy,97.9,28.37,5,574.61,delivered
xpressbees,fragile items,ev bike,same day,west,foggy,193.3,13.69,5,1107.57,delivered
ecom express,clothing,scooter,two day,south,foggy,112.4,21.35,5,626.05,delivered
dhl,electronics,ev bike,express,central,rainy,191.6,24.73,2,1082.19,delayed
fedex,cosmetics,bike,two day,central,stormy,146.9,21.0,3,797.5,delivered
ecom express,cosmetics,ev van,express,north,rainy,145.9,1.07,2,782.71,delayed
amazon logistics,clothing,ev bike,two day,central,cold,287.1,3.2,5,1445.1,delivered
fedex,pharmacy,van,same day,central,clear,273.1,20.79,2,1527.87,delayed
shadowfax,cosmetics,truck,two day,south,clear,295.4,31.98,5,1572.94,delivered
ecom express,automobile parts,scooter,same day,central,cold,194.4,35.42,5,1178.26,delivered
amazon logistics,fragile items,van,express,west,foggy,214.0,24.55,2,1193.65,delayed
dhl,clothing,van,standard,east,stormy,58.4,21.37,4,356.11,delivered
xpressbees,pharmacy,van,express,north,rainy,21.4,25.45,3,233.35,delayed
ekart,cosmetics,ev bike,standard,east,rainy,72.5,48.43,3,507.79,delivered
ecom express,documents,van,two day,north,foggy,103.7,23.69,5,589.57,delivered
delhivery,clothing,bike,same day,south,clear,25.4,42.88,3,355.64,delivered
ekart,groceries,van,same day,central,stormy,131.6,48.33,2,902.99,delayed
dhl,cosmetics,bike,two day,north,clear,125.0,15.02,4,670.06,delivered
blue dart,furniture,van,two day,east,hot,183.5,18.03,5,971.59,delivered
shadowfax,pharmacy,ev bike,same day,central,foggy,262.9,37.12,2,1525.86,delayed
xpressbees,pharmacy,bike,express,north,clear,270.3,35.43,2,1507.79,delayed
ecom express,automobile parts,bike,standard,north,foggy,193.6,11.69,4,1003.07,delivered
fedex,pharmacy,van,same day,east,foggy,272.2,31.33,2,1554.99,delayed
shadowfax,clothing,van,two day,east,clear,67.3,24.37,4,409.61,delivered
shadowfax,groceries,bike,express,east,rainy,165.0,45.55,3,1011.65,delayed
delhivery,clothing,scooter,two day,south,rainy,267.9,49.47,5,1487.91,delivered
xpressbees,cosmetics,ev bike,standard,central,hot,280.8,7.44,4,1426.32,delivered
delhivery,automobile parts,truck,standard,north,hot,297.1,9.47,4,1521.41,delivered
fedex,cosmetics,truck,same day,north,rainy,243.1,18.14,2,1369.92,failed
ecom express,documents,bike,express,south,cold,21.1,42.69,3,283.57,delivered
amazon logistics,cosmetics,ev bike,standard,west,rainy,236.6,49.52,4,1332.07,delivered
fedex,electronics,truck,two day,north,stormy,36.5,32.96,3,281.38,delivered
ekart,documents,van,express,west,rainy,243.4,43.57,3,1397.71,delayed
amazon logistics,documents,truck,express,south,clear,49.9,19.74,5,358.72,delivered
amazon logistics,furniture,bike,same day,west,stormy,220.6,14.16,3,1245.48,delayed
dhl,documents,ev bike,two day,south,rainy,255.8,7.11,4,1300.33,delivered
delhivery,groceries,scooter,standard,west,clear,42.1,7.64,4,233.42,delivered
shadowfax,electronics,bike,express,north,cold,8.4,19.86,5,151.58,delivered
shadowfax,fragile items,scooter,two day,west,hot,229.0,5.5,4,1161.5,delivered
ecom express,groceries,van,same day,north,hot,171.9,9.7,4,988.6,delivered
ecom express,fragile items,van,standard,east,cold,105.1,45.57,5,662.21,delivered
ekart,electronics,scooter,standard,west,hot,116.4,36.8,4,692.4,delivered
ekart,fragile items,ev bike,same day,north,rainy,28.0,11.18,5,273.54,delivered
ecom express,pharmacy,scooter,standard,central,cold,227.1,4.89,5,1150.17,delivered
ekart,documents,bike,standard,central,foggy,270.0,18.41,4,1405.23,delivered
fedex,cosmetics,scooter,two day,west,cold,52.1,6.12,3,278.86,delivered
ekart,cosmetics,van,same day,south,cold,166.6,1.45,3,937.35,delivered
dhl,cosmetics,bike,express,west,clear,229.3,40.8,5,1318.9,delivered
shadowfax,fragile items,bike,express,south,cold,96.1,47.23,2,672.19,delayed
ekart,automobile parts,bike,two day,west,clear,283.2,25.34,5,1492.02,delivered
dhl,clothing,van,two day,north,hot,90.2,42.69,5,579.07,delivered
dhl,documents,ev van,same day,west,stormy,293.6,20.91,1,1630.73,failed
delhivery,electronics,truck,same day,south,rainy,33.0,47.86,4,408.58,delivered
amazon logistics,electronics,bike,same day,east,cold,17.7,39.33,5,306.49,delivered
ecom express,electronics,bike,express,south,foggy,147.2,41.9,2,911.7,delayed
fedex,cosmetics,bike,same day,south,foggy,7.9,10.05,4,169.65,delivered
blue dart,pharmacy,bike,same day,south,cold,238.1,33.67,2,1391.51,delayed
shadowfax,electronics,truck,same day,central,stormy,218.5,49.52,5,1341.87,delivered
fedex,groceries,ev bike,express,east,rainy,3.9,45.48,3,205.94,delayed
fedex,electronics,van,two day,west,cold,27.7,47.51,5,281.03,delivered
shadowfax,clothing,van,express,west,clear,137.8,49.12,4,886.36,delivered
xpressbees,electronics,truck,same day,west,stormy,291.5,20.34,3,1618.52,delayed
delhivery,furniture,van,express,central,foggy,248.1,9.59,1,1319.27,failed
delhivery,electronics,ev bike,two day,north,hot,108.4,12.73,5,580.19,delivered
delhivery,fragile items,ev bike,same day,east,clear,94.7,27.28,4,655.34,delivered
blue dart,automobile parts,ev van,same day,central,stormy,218.8,38.05,2,1308.15,delayed
ecom express,fragile items,bike,same day,central,foggy,91.9,18.49,3,614.97,delayed
xpressbees,fragile items,van,standard,east,foggy,211.2,10.76,4,1088.28,delivered
shadowfax,cosmetics,ev van,two day,north,stormy,13.5,0.91,4,95.6674,delivered
xpressbees,automobile parts,ev bike,same day,south,foggy,247.6,16.2,4,1386.6,delivered
delhivery,fragile items,ev bike,standard,south,foggy,56.4,11.51,5,316.53,delivered
blue dart,clothing,van,express,south,rainy,109.7,46.94,2,739.32,delayed
amazon logistics,pharmacy,van,standard,north,rainy,214.5,45.53,5,1209.09,delivered
fedex,documents,ev bike,standard,central,cold,66.3,14.49,5,374.97,delivered
fedex,fragile items,van,express,east,foggy,297.1,17.94,3,1600.32,delivered
xpressbees,electronics,van,two day,south,foggy,103.8,13.68,5,560.04,delivered
delhivery,groceries,van,same day,central,hot,169.6,17.22,1,999.66,failed
amazon logistics,groceries,bike,two day,central,clear,258.1,19.81,4,1349.93,delivered
xpressbees,fragile items,ev bike,standard,south,hot,292.1,11.38,5,1494.64,delivered
dhl,documents,ev van,same day,north,clear,271.4,2.69,3,1465.07,delayed
fedex,automobile parts,bike,express,west,clear,274.0,38.96,5,1536.88,delivered
delhivery,furniture,van,standard,central,rainy,218.5,10.36,4,1123.58,delivered
blue dart,cosmetics,ev bike,two day,west,clear,31.2,42.6,4,283.8,delivered
ekart,furniture,bike,standard,central,foggy,73.3,46.91,5,507.23,delivered
amazon logistics,groceries,scooter,express,north,cold,203.2,28.31,3,1150.93,delayed
blue dart,documents,ev van,same day,north,rainy,196.4,27.38,3,1164.14,delayed
ekart,documents,ev bike,express,east,rainy,190.9,10.37,2,1035.61,delayed
blue dart,pharmacy,ev van,standard,east,clear,38.5,21.86,4,258.08,delivered
ekart,documents,ev van,standard,north,foggy,78.7,22.75,3,461.75,delivered
delhivery,fragile items,ev bike,same day,north,foggy,188.1,40.45,1,1161.85,failed
ekart,clothing,scooter,standard,south,clear,141.2,17.84,5,759.52,delivered
xpressbees,clothing,ev van,standard,west,cold,190.9,16.46,4,1003.88,delivered
xpressbees,electronics,van,express,central,foggy,75.5,49.3,2,575.4,delayed
dhl,fragile items,truck,two day,central,rainy,160.7,27.38,4,885.64,delivered
xpressbees,groceries,truck,standard,south,hot,9.1,36.73,4,155.69,delivered
shadowfax,electronics,truck,same day,south,stormy,14.9,32.2,3,271.1,delivered
ecom express,electronics,truck,express,central,clear,91.8,31.23,5,602.69,delivered
amazon logistics,automobile parts,ev bike,same day,north,cold,4.7,26.77,4,203.81,delivered
ekart,fragile items,bike,standard,west,foggy,121.5,10.72,5,639.66,delivered
shadowfax,documents,van,two day,north,hot,95.4,13.39,4,517.17,delivered
amazon logistics,pharmacy,truck,express,south,stormy,150.1,44.32,2,933.46,delayed
ekart,documents,truck,standard,north,hot,29.1,31.43,5,239.79,delivered
shadowfax,fragile items,ev bike,express,east,rainy,135.8,37.07,2,840.21,delayed
dhl,cosmetics,van,express,north,rainy,51.3,47.19,3,448.07,delayed
ekart,groceries,ev van,two day,west,hot,131.5,11.68,3,692.54,delivered
blue dart,automobile parts,bike,standard,east,cold,60.6,49.52,5,451.86,delivered
delhivery,documents,ev bike,express,west,clear,199.0,14.69,5,1089.07,delivered
xpressbees,automobile parts,scooter,standard,west,clear,59.4,11.88,3,332.64,delivered
amazon logistics,documents,truck,standard,east,foggy,11.1,8.15,3,95.6674,delivered
shadowfax,fragile items,bike,two day,east,rainy,294.2,36.1,5,1579.3,delivered
ekart,fragile items,scooter,two day,south,cold,208.8,29.07,4,1131.21,delivered
delhivery,pharmacy,van,two day,west,stormy,232.8,47.64,3,1306.92,delivered
shadowfax,clothing,bike,two day,central,clear,16.2,10.97,4,113.91,delivered
blue dart,cosmetics,scooter,two day,north,foggy,198.0,16.93,4,1040.79,delivered
fedex,cosmetics,truck,same day,north,rainy,159.8,9.85,2,928.55,delayed
ecom express,fragile items,bike,same day,west,hot,276.0,17.6,4,1532.8,delivered
delhivery,documents,truck,express,west,stormy,209.1,19.42,3,1153.76,delayed
shadowfax,documents,van,standard,east,stormy,62.5,1.41,4,316.73,delivered
ecom express,groceries,ev van,two day,north,rainy,49.1,14.63,3,289.39,delivered
dhl,groceries,truck,express,east,stormy,68.8,42.55,2,521.65,failed
amazon logistics,electronics,van,same day,east,rainy,182.7,5.96,1,1031.38,failed
amazon logistics,clothing,ev bike,two day,west,rainy,133.9,37.54,4,782.12,delivered
fedex,furniture,scooter,express,north,stormy,287.2,7.18,3,1507.54,delayed
ekart,automobile parts,truck,standard,east,rainy,225.8,34.41,5,1232.23,delivered
xpressbees,clothing,scooter,express,north,stormy,36.7,8.57,2,259.21,failed
shadowfax,documents,van,two day,central,cold,285.2,35.8,5,1533.4,delivered
fedex,fragile items,van,standard,north,hot,227.5,11.45,3,1171.85,delivered
blue dart,electronics,truck,express,east,rainy,9.3,1.42,2,100.76,delayed
xpressbees,electronics,scooter,standard,central,foggy,270.9,20.66,5,1416.48,delivered
blue dart,automobile parts,truck,two day,south,hot,197.3,6.56,5,1006.18,delivered
blue dart,documents,scooter,standard,north,stormy,111.1,4.03,4,567.59,delivered
delhivery,documents,scooter,express,west,hot,17.7,33.26,3,238.28,delayed
fedex,electronics,bike,standard,south,cold,241.3,29.02,5,1293.56,delivered
blue dart,groceries,van,standard,west,hot,64.7,36.99,4,434.47,delivered
dhl,automobile parts,van,two day,east,cold,141.9,4.33,4,722.49,delivered
ekart,automobile parts,ev bike,express,south,rainy,286.6,12.41,2,1520.23,delayed
fedex,pharmacy,van,two day,north,stormy,228.2,30.26,5,1231.78,delivered
xpressbees,cosmetics,truck,same day,south,foggy,167.2,41.38,4,1060.14,delivered
fedex,pharmacy,ev van,standard,central,stormy,113.9,20.19,4,630.07,delivered
shadowfax,cosmetics,truck,standard,central,stormy,198.4,23.75,4,1063.25,delivered
blue dart,furniture,ev van,standard,north,hot,180.6,17.26,3,954.78,delivered
blue dart,clothing,truck,standard,north,stormy,74.3,36.96,4,482.38,delivered
ecom express,fragile items,scooter,same day,central,cold,240.7,4.02,2,1315.56,delayed
shadowfax,fragile items,van,standard,central,hot,36.7,44.07,3,315.71,delivered
delhivery,clothing,ev bike,express,north,rainy,64.2,46.01,2,509.03,delayed
shadowfax,electronics,bike,standard,east,stormy,44.0,14.77,4,264.31,delivered
delhivery,fragile items,van,two day,east,foggy,182.8,37.68,3,1027.04,delivered
delhivery,electronics,truck,express,central,stormy,11.8,23.9,1,180.7,failed
dhl,fragile items,ev van,two day,west,clear,287.1,19.83,4,1494.99,delivered
shadowfax,automobile parts,ev van,express,west,cold,187.7,8.93,2,1015.29,delayed
shadowfax,electronics,truck,express,north,cold,270.2,49.11,2,1548.33,delayed
amazon logistics,fragile items,scooter,express,west,stormy,37.7,37.4,2,350.7,delayed
blue dart,clothing,scooter,standard,central,hot,63.8,42.19,5,445.57,delivered
blue dart,documents,truck,same day,east,hot,226.4,27.1,3,1313.3,delivered
fedex,furniture,scooter,two day,east,clear,253.4,26.75,4,1347.25,delivered
amazon logistics,cosmetics,ev bike,two day,south,clear,81.4,42.63,4,534.89,delivered
xpressbees,electronics,ev van,express,east,cold,217.2,21.35,1,1200.05,failed
xpressbees,electronics,scooter,two day,south,rainy,253.5,49.07,5,1414.71,delivered
delhivery,documents,ev van,express,north,hot,91.1,34.42,1,608.76,failed
amazon logistics,cosmetics,bike,standard,central,cold,105.5,27.35,5,609.55,delivered
ecom express,groceries,van,same day,south,cold,123.1,43.88,5,847.14,delivered
shadowfax,documents,van,express,north,cold,228.4,11.13,2,1225.39,delayed
dhl,clothing,truck,express,west,cold,107.3,2.39,4,593.67,delivered
shadowfax,automobile parts,van,standard,north,clear,32.9,20.17,5,225.01,delivered
shadowfax,cosmetics,truck,standard,north,rainy,168.5,8.32,4,867.46,delivered
ecom express,automobile parts,bike,express,east,cold,17.2,6.54,3,155.62,delivered
delhivery,furniture,ev bike,same day,south,rainy,167.9,2.32,3,946.46,delayed
fedex,fragile items,ev van,express,west,clear,90.3,43.29,3,631.37,delayed
xpressbees,pharmacy,van,standard,south,foggy,206.9,22.33,3,1101.49,delivered
dhl,furniture,ev van,express,north,clear,55.9,15.35,4,375.55,delivered
amazon logistics,furniture,bike,standard,south,hot,224.5,45.42,4,1258.76,delivered
delhivery,furniture,ev bike,express,south,cold,278.6,14.11,3,1485.33,delayed
delhivery,groceries,scooter,express,south,stormy,223.2,1.4,3,1170.2,delayed
amazon logistics,pharmacy,ev bike,same day,east,hot,90.9,35.01,5,659.53,delivered
blue dart,furniture,truck,standard,north,foggy,163.6,8.67,5,844.01,delivered
dhl,automobile parts,bike,same day,west,hot,251.8,44.17,3,1491.51,delivered
ekart,automobile parts,van,two day,north,stormy,236.7,38.73,3,1299.69,delivered
xpressbees,furniture,van,two day,west,foggy,17.6,5.01,5,103.03,delivered
delhivery,groceries,ev bike,two day,east,foggy,19.4,44.25,3,229.75,delivered
dhl,cosmetics,bike,same day,north,clear,34.1,11.51,3,305.03,delivered
ecom express,pharmacy,ev van,two day,east,rainy,138.2,0.81,4,693.43,delivered
dhl,documents,bike,express,central,stormy,54.9,9.43,2,352.79,delayed
shadowfax,fragile items,scooter,standard,central,hot,210.6,11.9,5,1088.7,delivered
ecom express,cosmetics,bike,standard,west,rainy,269.4,19.07,4,1404.21,delivered
shadowfax,pharmacy,ev van,two day,east,stormy,7.6,12.93,5,95.6674,delivered
xpressbees,fragile items,truck,standard,west,stormy,223.3,31.88,4,1212.14,delivered
ecom express,documents,ev bike,standard,east,hot,12.2,19.46,4,119.38,delivered
shadowfax,fragile items,ev bike,same day,south,rainy,24.2,22.62,5,288.86,delivered
amazon logistics,clothing,truck,express,north,clear,130.5,34.08,5,804.74,delivered
fedex,fragile items,scooter,same day,east,cold,297.1,27.72,4,1632.7206,delivered
amazon logistics,pharmacy,bike,standard,west,rainy,89.8,11.77,4,484.31,delivered
shadowfax,pharmacy,van,express,central,clear,154.1,43.95,5,952.35,delivered
dhl,cosmetics,van,two day,east,foggy,293.3,2.98,5,1475.44,delivered
shadowfax,documents,van,same day,west,rainy,189.2,27.98,3,1129.94,delivered
dhl,cosmetics,ev van,standard,west,rainy,109.8,19.98,4,608.94,delivered
dhl,electronics,bike,standard,south,clear,98.9,39.62,5,613.36,delivered
ekart,cosmetics,truck,same day,north,stormy,85.3,49.52,4,675.69,delivered
fedex,fragile items,bike,same day,east,rainy,25.6,29.6,5,316.8,delivered
dhl,electronics,truck,two day,west,hot,32.1,21.08,4,223.74,delivered
shadowfax,cosmetics,ev bike,standard,north,rainy,219.5,25.26,5,1173.28,delivered
